'111,,Скважина,Дата,ГТМ,Метод,Характер работы,Состояние,"Время работы, ч",Время накопления,"Нефть, т","Вода, т","Жидкость, т","Попутный газ, м3","Простой, ч",Причина простоя,"Qж, т/сут","Обводненность (вес), %","Добыча растворенного газа, м3","Дебит попутного газа, м3/сут",Дата_2,Пласт МЭР,Куст,Тип скважины,Диаметр экспл.колонны,Диаметр НКТ,Диаметр штуцера,Глубина верхних дыр перфорации,Удлинение,Тип насоса,Производительность ЭЦН,Напор,Частота,Коэффициент сепарации,Глубина спуска,Буферное давление,Давление в линии,Пластовое давление,Динамическая высота,Затрубное давление,Давление на приеме,Забойное давление,Обводненность,Давление наcыщения,Газовый фактор,Температура пласта,SKIN,JD факт,Вязкость нефти в пластовых условиях,Вязкость воды в пластовых условиях,Вязкость жидкости в пласт. условиях,объемный коэффициент,Плотность нефти,Плотность воды,Высота перфорации,Удельный коэффициент,Коэффициент продуктивности,ТП - Забойное давление,ТП - JD опт.,ТП - SKIN,К пр от стимуляции,Глубина спуска.1,КВЧ,Время до псевдоуст-ся режима,Дата запуска после КРС,Дата пуска,Дата останова,Радиус контура питания,Номер бригады,Дата ввода в эксплуатацию,Назначение по проекту,Замерное забойное давление,Нефтенасыщенная толщина,Плотность раствора глушения,Глубина текущего забоя,Тип дополнительного оборудования,Мощность ПЭД,I X/X,Ток номинальный,Ток рабочий,Тип ГЗУ,ДНС,Пластовое давление начальное,Характеристический дебит жидкости,Время в работе,Время в накоплении,ГП - Забойное давление,ГП(ИДН) Дебит жидкости,ГП(ИДН) Дебит жидкости скорр-ый,ГП(ИДН) Прирост дефита нефти,ГП(ГРП) Дебит жидкости,ГП(ГРП) Дебит жидкости скорр-ый'
'25.0,6ba10154fe2777a08c5e9d1b686c5e2e,2012-05-30,0.0,1.0,1.0,1.0,744.0,0.0,699.85,541.34,1241.19,25195.0,0.0,0,40.04,43.6,25194.6,812.73,2015-05-31,2.0,1.0,1.0,146.8,68.8,0.0,2405.0,45.92,15.0,44.0,2400.0,50.0,0.7,2310.0,27.0,26.0,200.0,2117.0,29.0,40.0,48.3558432020925,59.0,80.9,36.0,87.0,-4.7,0.412905321350489,42155.527777777796,1.67,0.5,1.6680317225673702,1.12,0.87,1.03,8.0,3.77635365322853,0.37019739877249,44.4452514648438,0.7443278059780891,-5.730551932080151,0.6541641468087529,2310.0,68.0,67.28681503188889,42169.6388888889,42169.6388888889,42139.0,250.0,0.0,42155.0,2.0,55.0,1.0,9.4,0.890177526832494,2468.0,45.0,0.0,0.0,0.0,1.0,1.0,231.0,162.222950477143,0.0,0.0,36.0,58.2317717448217,58.2317717448217,1.15277298137791,102.899527135856,102.899527135856'
'26.0,6ba10154fe2777a08c5e9d1b686c5e2e,2012-06-30,0.0,1.0,1.0,1.0,744.0,0.0,505.57,372.75,878.31,18200.0,0.0,0,28.33,42.4,18200.38,587.11,2015-05-31,2.0,1.0,1.0,146.8,68.8,0.0,2405.0,45.92,15.0,44.0,2400.0,54.5,0.7,2310.0,27.0,26.5,123.8,2176.0,28.4,35.0,43.07375930407411,38.0,80.9,36.0,87.0,-4.7,0.390972018883478,42155.527777777796,1.67,0.5,1.66873176385947,1.12,0.87,1.03,8.0,5.859713831746402,0.574189020850823,43.07375930407411,0.6523180483590539,-5.541051480786848,0.8892081006751099,2310.0,68.0,43.3818881795765,42169.6388888889,42169.6388888889,42139.0,250.0,0.0,42155.0,2.0,55.0,1.0,9.4,0.551019889109314,2468.0,45.0,0.0,0.0,0.0,1.0,1.0,231.0,251.719026877937,0.0,0.0,36.5,45.3308892559547,45.3308892559547,1.25728166466197,70.2009137643779,70.2009137643779'
'27.0,6ba10154fe2777a08c5e9d1b686c5e2e,2012-07-31,0.0,1.0,1.0,1.0,720.0,0.0,400.62,341.46,742.08,14422.0,0.0,0,24.74,46.0,14422.21,480.74,2015-05-31,2.0,1.0,1.0,146.8,68.8,0.0,2405.0,45.92,15.0,44.0,2400.0,55.0,0.7,2310.0,28.5,27.5,123.8,2200.0,29.2,38.0,46.0901779641195,40.0,80.9,36.0,87.0,-4.7,0.395635542554152,42155.527777777796,1.67,0.5,1.6686650679456398,1.12,0.87,1.03,8.0,4.3365212400244095,0.424949490689322,45.6227874755859,0.7137768240225608,-5.673047874822121,0.72009349422988,2310.0,70.0,58.6173285114068,42169.6388888889,42169.6388888889,42139.0,250.0,0.0,42155.0,2.0,46.0,1.0,9.4,0.551019889109314,2468.0,45.0,0.0,0.0,0.0,1.0,1.0,231.0,186.286384952884,0.0,0.0,37.5,33.366309686652,33.366309686652,1.2352136564323402,56.540513774573405,56.540513774573405'
'28.0,6ba10154fe2777a08c5e9d1b686c5e2e,2012-08-30,0.0,1.0,1.0,1.0,744.0,0.0,358.0,302.3,660.31,12888.0,0.0,0,21.3,45.8,12888.14,415.75,2015-05-31,2.0,1.0,1.0,146.8,68.8,0.0,2405.0,45.92,15.0,44.0,2400.0,55.0,0.7,2310.0,28.5,27.5,123.8,2217.0,29.2,39.0,47.114682585562896,42.0,80.9,36.0,87.0,-4.7,0.3975793030988621,42155.527777777796,1.67,0.5,1.66859837736302,1.12,0.87,1.03,8.0,3.66750742204502,0.359405065769424,45.6816482543945,0.750958202681053,-5.74241397537173,0.640750702847848,2310.0,70.0,69.3073255469125,42169.6388888889,42169.6388888889,42139.0,250.0,0.0,42155.0,2.0,46.0,1.0,9.4,0.551019889109314,2468.0,45.0,0.0,0.0,0.0,1.0,1.0,231.0,157.547181629114,0.0,0.0,37.5,28.275724449050497,28.275724449050497,1.14833055699088,50.41022523005999,50.41022523005999'
'29.0,6ba10154fe2777a08c5e9d1b686c5e2e,2012-09-30,0.0,1.0,1.0,1.0,720.0,0.0,327.56,256.99,584.54,11792.0,0.0,0,19.48,44.0,11791.98,393.07,2015-05-31,2.0,1.0,1.0,146.8,68.8,0.0,2405.0,45.92,15.0,44.0,2400.0,54.0,0.7,2310.0,28.0,27.0,123.8,2162.0,29.8,39.0,47.1146638662079,42.0,80.9,36.0,87.0,-4.7,0.3975792859949461,42155.527777777796,1.67,0.5,1.66859837736302,1.12,0.87,1.03,8.0,3.24433283634233,0.317935186556032,45.19873046875,0.7793364647031629,-5.790903176803369,0.588237522217319,2310.0,70.0,78.34742724237921,42169.6388888889,42169.6388888889,42139.0,250.0,0.0,42155.0,2.0,47.0,1.0,9.4,0.551019889109314,2468.0,45.0,0.0,0.0,0.0,1.0,1.0,231.0,139.368632646833,0.0,0.0,37.0,25.107542127737304,25.107542127737304,1.06346575765622,46.4534879897109,46.4534879897109'
'30.0,81dccd4e8d7c0c6f06cf589321a0e0b2,2012-12-31,0.0,1.0,1.0,1.0,696.0,0.0,38.21,1215.48,1253.69,1376.0,0.0,0,43.23,97.0,1375.56,47.43,2016-08-14,2.0,15.0,1.0,146.8,67.9,0.0,3209.0,869.29,17.0,45.0,2400.0,52.0,0.7,3049.43,20.5,19.5,191.0,2957.0,21.5,0.0,44.627068241167095,98.0,80.9,36.0,87.0,0.0,0.141186926632384,41242.0840277778,1.67,0.5,1.66673320292227,1.12,0.87,1.03,16.0,4.57314883528493,0.301137961101454,40.0,0.702414817072666,-5.6503858378441,1.49632885208828,0.0,74.0,55.5199512501126,41353.0833333333,41353.0833333333,41280.0833333333,250.0,0.0,41241.0,2.0,0.0,1.0,13.2,0.857157510973582,3244.0,70.0,0.0,0.0,0.0,1.0,1.0,231.0,392.902659631353,0.0,0.0,29.5,48.1931544600978,48.1931544600978,0.0729608876057012,239.467675307452,239.467675307452'
'31.0,81dccd4e8d7c0c6f06cf589321a0e0b2,2013-01-29,0.0,1.0,1.0,1.0,744.0,0.0,53.35,1488.73,1542.08,2296.0,0.0,0,49.74,96.5,2296.04,74.07,2016-08-14,2.0,15.0,1.0,146.8,67.9,0.0,3209.0,869.29,17.0,45.0,2400.0,53.0,0.7,3049.43,19.0,18.0,191.0,2960.0,18.5,0.0,41.2652482849736,95.0,80.9,36.0,87.0,0.0,0.140623351024308,41242.0840277778,1.67,0.5,1.66683301726719,1.12,0.87,1.03,16.0,4.28462841647015,0.282122241690636,40.0,0.716380894730016,-5.67814055419713,1.42971410340491,0.0,74.0,59.2621298474035,41353.0833333333,41353.0833333333,41280.0833333333,250.0,0.0,41241.0,2.0,0.0,1.0,13.2,0.857157510973582,3244.0,70.0,0.0,0.0,0.0,1.0,1.0,231.0,368.114391417639,0.0,0.0,28.0,45.0071319383315,45.0071319383315,0.13081023931742,228.08315608309601,228.08315608309601'
'32.0,81dccd4e8d7c0c6f06cf589321a0e0b2,2013-03-01,0.0,1.0,1.0,4.0,285.0,0.0,14.9,622.03,636.93,829.0,435.0,3,53.64,97.7,829.47,69.85,2016-08-14,2.0,15.0,1.0,146.8,67.9,0.0,3209.0,869.29,17.0,45.0,2400.0,53.0,0.7,3049.43,19.0,18.0,191.0,2969.0,18.5,0.0,40.546248739225,95.0,80.9,36.0,87.0,0.0,0.14057198741279595,41242.0840277778,1.67,0.5,1.66683301726719,1.12,0.87,1.03,16.0,4.16414625280567,0.27418906877741395,40.0,0.7225934252876278,-5.690141916237731,1.40156105885349,0.0,74.0,60.976774145156,41353.0833333333,41353.0833333333,41280.0833333333,250.0,0.0,41241.0,2.0,0.0,1.0,13.2,0.857157510973582,3244.0,70.0,0.0,0.0,0.0,1.0,1.0,231.0,357.763151113218,0.0,0.0,28.0,43.741548062861995,43.741548062861995,0.119257340734498,223.591883849476,223.591883849476'
'33.0,81dccd4e8d7c0c6f06cf589321a0e0b2,2013-03-31,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,6,0.0,0.0,0.0,0.0,2016-08-14,2.0,15.0,1.0,146.8,67.9,0.0,3209.0,869.29,17.0,45.0,2400.0,50.0,0.7,3049.43,18.2,17.2,191.0,2470.0,12.3,0.0,65.00937985051479,96.0,80.9,36.0,87.0,0.0,0.14136772282567905,41242.0840277778,1.67,0.5,1.66679974449058,1.12,0.87,1.03,16.0,4.9445939650604505,0.325584308548294,40.0,0.686108525422474,-5.61655063957484,1.5802440436283898,0.0,74.0,51.3512613505791,41353.0833333333,41353.0833333333,42473.0,250.0,0.0,41241.0,2.0,0.0,1.0,13.2,0.857157510973582,3244.0,70.0,0.0,0.0,0.0,1.0,1.0,231.0,424.815414858096,0.0,0.0,27.2,52.3153525645191,52.3153525645191,0.393774269245264,253.91587404507086,253.91587404507086'
'34.0,81dccd4e8d7c0c6f06cf589321a0e0b2,2013-05-01,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2016-08-14,2.0,15.0,1.0,146.8,67.9,0.0,3209.0,869.29,17.0,45.0,2400.0,52.0,0.7,3049.43,19.175,18.175,191.0,2839.0,17.7,0.0,47.861986278970114,96.0,80.9,36.0,87.0,0.0,0.14093749697379174,41242.0840277778,1.67,0.5,1.6667997454868075,1.12,0.87,1.03,16.0,4.4916293674053005,0.29575839502944945,40.0,0.7068744156281959,-5.658804736963449,1.4769620144937674,0.0,74.0,56.777529148312794,41353.0833333333,41353.0833333333,41578.31249999997,250.0,0.0,41241.0,2.0,0.0,1.0,13.2,0.857157510973582,3244.0,70.0,0.0,0.0,0.0,1.0,1.0,231.0,385.8989042550766,0.0,0.0,28.175,47.314296756452606,47.314296756452606,0.1792006842257208,236.26464732127369,236.26464732127369'
'35.0,81dccd4e8d7c0c6f06cf589321a0e0b2,2013-05-31,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2016-08-14,2.0,15.0,1.0,146.8,67.9,0.0,3209.0,869.29,17.0,45.0,2400.0,52.0,0.7,3049.43,19.175,18.175,191.0,2839.0,17.7,0.0,47.861986278970114,96.0,80.9,36.0,87.0,0.0,0.14093749697379174,41242.0840277778,1.67,0.5,1.6667997454868075,1.12,0.87,1.03,16.0,4.4916293674053005,0.29575839502944945,40.0,0.7068744156281959,-5.658804736963449,1.4769620144937674,0.0,74.0,56.777529148312794,41353.0833333333,41353.0833333333,41578.31249999997,250.0,0.0,41241.0,2.0,0.0,1.0,13.2,0.857157510973582,3244.0,70.0,0.0,0.0,0.0,1.0,1.0,231.0,385.8989042550766,0.0,0.0,28.175,47.314296756452606,47.314296756452606,0.1792006842257208,236.26464732127369,236.26464732127369'
'36.0,5efe4e6612d1c56c262c0afe450c8646,2009-01-29,0.0,1.0,1.0,1.0,744.0,0.0,852.0,557.0,1409.0,46259.0,0.0,0,45.45,39.5,46259.0,1492.23,2012-02-26,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'37.0,5efe4e6612d1c56c262c0afe450c8646,2009-03-01,0.0,1.0,1.0,1.0,720.0,0.0,618.0,437.0,1055.0,31908.0,0.0,0,35.17,41.4,31908.0,1063.6,2012-02-26,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'38.0,5efe4e6612d1c56c262c0afe450c8646,2009-03-31,0.0,1.0,1.0,1.0,744.0,0.0,635.0,418.0,1053.0,27578.0,0.0,0,33.97,39.7,27578.0,889.61,2012-02-26,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'39.0,5efe4e6612d1c56c262c0afe450c8646,2009-05-01,0.0,1.0,1.0,1.0,720.0,0.0,586.0,402.0,988.0,27763.0,0.0,0,32.93,40.7,27763.0,925.43,2012-02-26,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'40.0,5efe4e6612d1c56c262c0afe450c8646,2009-05-31,0.0,1.0,1.0,1.0,744.0,0.0,584.0,397.0,981.0,29053.0,0.0,0,31.65,40.5,29053.0,937.19,2012-02-26,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'41.0,5efe4e6612d1c56c262c0afe450c8646,2009-07-01,0.0,1.0,1.0,1.0,744.0,0.0,570.0,443.0,1013.0,29822.0,0.0,0,32.68,43.7,29822.0,962.0,2012-02-26,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'42.0,ba7248b984f0ccab434bd65c78f3fc16,2011-07-01,0.0,1.0,1.0,1.0,744.0,0.0,1077.67,384.5,1462.17,39314.0,0.0,0,47.17,26.3,39314.18,1268.2,2014-07-06,2.0,7.0,1.0,146.8,68.4,0.0,2512.0,173.63,1.0,45.0,2315.0,45.0,0.7,2416.0,21.0,20.0,235.0,1225.0,7.5,110.0,117.73697019818701,29.0,80.9,64.9,87.0,-4.7,0.4214507527172921,41826.784722222204,1.67,0.5,1.66903196146235,1.12,0.87,1.03,12.0,3.07555248757657,0.451975359067352,45.0,0.791968289623658,-5.81136919272864,0.8497901306133809,0.0,0.0,82.6684576828193,41835.659722222204,41835.659722222204,41810.0,250.0,0.0,41825.0,2.0,122.0,1.0,5.6,1.05522222744904,2576.0,100.0,14.0,38.5,0.0,1.0,1.0,231.0,198.17736023827203,0.0,0.0,30.0,87.1512148759662,87.1512148759662,21.095205428884302,163.85902635352699,163.85902635352699'
'43.0,ba7248b984f0ccab434bd65c78f3fc16,2011-08-01,0.0,1.0,1.0,1.0,720.0,0.0,978.16,312.79,1290.95,33726.0,0.0,0,43.03,24.2,33726.1,1124.2,2014-07-06,2.0,7.0,1.0,146.8,68.4,0.0,2512.0,173.63,1.0,45.0,2315.0,49.0,0.7,2416.0,20.0,19.0,235.0,1695.0,20.8,55.0,62.7554171680556,19.0,80.9,64.9,87.0,-4.7,0.41772585463324,41826.784722222204,1.67,0.5,1.6693656410564,1.12,0.87,1.03,12.0,1.9933112220899296,0.2928733871106161,45.0,0.8953462184019899,-5.957159627190322,0.6225296561264829,0.0,36.0,127.57767516317301,41835.659722222204,41835.659722222204,41810.0,250.0,0.0,41825.0,2.0,80.0,1.0,5.6,1.05522222744904,2576.0,100.0,14.0,38.5,0.0,1.0,1.0,231.0,128.441689004754,0.0,0.0,29.0,56.38020658367621,56.38020658367621,4.4961315795166525,119.841379113152,119.841379113152'
'44.0,ba7248b984f0ccab434bd65c78f3fc16,2011-08-31,0.0,1.0,1.0,1.0,744.0,0.0,841.1,227.86,1068.95,25300.0,0.0,0,34.48,21.3,25299.54,816.11,2014-07-06,2.0,7.0,1.0,146.8,68.4,0.0,2512.0,173.63,1.0,45.0,2315.0,49.0,0.7,2416.0,20.0,19.0,235.0,2133.0,20.4,45.0,52.8215425666969,20.0,80.9,64.9,87.0,-4.7,0.412899268942501,41826.784722222204,1.67,0.5,1.6693322670931598,1.12,0.87,1.03,12.0,1.8303471031148,0.268934758839055,45.0,0.9118563085224788,-5.97738199630301,0.582186962396619,0.0,70.0,138.933717627393,41835.659722222204,41835.659722222204,41810.0,250.0,0.0,41825.0,2.0,54.0,1.0,5.6,1.05522222744904,2576.0,100.0,14.0,38.5,0.0,1.0,1.0,231.0,117.94087686043,0.0,0.0,29.0,51.791932571539,51.791932571539,2.63918506979112,112.118597204163,112.118597204163'
'45.0,ba7248b984f0ccab434bd65c78f3fc16,2011-10-01,0.0,1.0,1.0,1.0,720.0,0.0,701.18,209.14,910.32,25242.0,0.0,0,30.34,23.0,25242.34,841.41,2014-07-06,2.0,7.0,1.0,146.8,68.4,0.0,2512.0,173.63,1.0,45.0,2315.0,50.0,0.7,2416.0,21.0,20.0,235.0,2235.0,21.5,33.0,40.852092288604496,18.0,80.9,64.9,87.0,-4.7,0.404390736954119,41826.784722222204,1.67,0.5,1.66939901635411,1.12,0.87,1.03,12.0,1.27874765154483,0.18788017868936,40.852092288604496,1.00701211920657,-6.081009302630871,0.4491638476623071,0.0,142.0,198.871994402954,41835.659722222204,41835.659722222204,41810.0,250.0,0.0,41825.0,2.0,44.0,1.0,5.6,1.05522222744904,2576.0,100.0,14.0,38.5,0.0,1.0,1.0,231.0,82.3978244616886,0.0,0.0,30.0,36.0694962211652,36.0694962211652,0.762978604179237,86.2310958982341,86.2310958982341'
'46.0,ba7248b984f0ccab434bd65c78f3fc16,2011-10-31,0.0,1.0,1.0,1.0,744.0,0.0,589.89,209.75,799.65,19413.0,0.0,0,25.8,26.2,19413.18,626.23,2014-07-06,2.0,7.0,1.0,146.8,68.4,0.0,2512.0,173.63,1.0,45.0,2315.0,50.0,0.7,2416.0,21.0,20.0,235.0,2369.0,22.3,28.0,35.902036628021996,20.0,80.9,64.9,87.0,-4.7,0.400480505588977,41826.784722222204,1.67,0.5,1.6693322670931598,1.12,0.87,1.03,12.0,1.18713222730115,0.17442654385936,35.902036628021996,1.03134520916955,-6.10443855923957,0.42707658645393,0.0,142.0,214.211123020721,41835.659722222204,41835.659722222204,41810.0,250.0,0.0,41825.0,2.0,37.0,1.0,5.6,1.05522222744904,2576.0,100.0,14.0,38.5,0.0,1.0,1.0,231.0,76.49446140511179,0.0,0.0,30.0,33.5122441841337,33.5122441841337,0.3565219521570629,82.0534222251771,82.0534222251771'
'47.0,ba7248b984f0ccab434bd65c78f3fc16,2011-12-01,0.0,1.0,1.0,1.0,744.0,0.0,617.02,247.98,865.01,21252.0,0.0,0,27.9,28.7,21252.08,685.55,2014-07-06,2.0,7.0,1.0,146.8,68.4,0.0,2512.0,173.63,1.0,45.0,2315.0,50.0,0.7,2416.0,21.0,20.0,237.0,2348.0,22.0,26.0,33.8973753864399,19.0,80.9,36.0,87.0,-4.7,0.398762959643198,41826.784722222204,1.67,0.5,1.6693656410564,1.12,0.87,1.03,12.0,0.956258819238864,0.140501270569904,33.8973753864399,1.10790810539729,-6.171444075616,0.369549928815432,0.0,142.0,265.934291506257,41835.659722222204,41835.659722222204,41810.0,250.0,0.0,41825.0,2.0,34.0,1.0,5.6,1.06420284215073,2576.0,100.0,14.0,38.5,0.0,1.0,1.0,231.0,61.6178229007079,0.0,0.0,30.0,27.2648931297454,27.2648931297454,0.186670188531602,71.71279857035,71.71279857035'
'48.0,7e68fe62ba7564dd594d8fa22d0ebaf0,2012-01-29,0.0,4.0,1.0,1.0,252.0,0.0,354.52,367.59,722.11,12695.0,0.0,0,68.77,50.9,12695.3,1209.08,2015-03-01,2.0,7.0,2.0,150.2,54.88,0.0,2731.0,386.09,14.0,60.0,2256.0,40.0,0.7,2548.0,18.2,17.4,204.72,1967.2,18.92,25.4,37.23054789803634,25.11,80.9,36.0,87.0,0.0,0.323881343571574,42064.5763888889,1.67,0.5,1.6691618198182758,1.12,0.8699999999999999,1.03,14.0,1.09318888506652,0.1873953406190952,35.470585552774665,0.7966191531510349,-4.8537683112200165,0.4388949983950083,2039.2,78.0,153.53065916482737,42084.4861111111,42084.4861111111,42040.0,250.0,0.0,42057.0,2.0,39.4,1.0,5.6,0.9166918986229746,2795.0,100.0,14.0,38.5,0.0,1.0,1.0,231.0,82.18127845950484,0.0,0.0,25.4,29.411289178549822,29.411289178549822,1.1112547739033458,68.29157267347925,68.29157267347925'
'49.0,7e68fe62ba7564dd594d8fa22d0ebaf0,2012-02-29,0.0,1.0,1.0,1.0,720.0,0.0,1575.61,566.87,2142.48,56173.0,0.0,0,71.42,26.5,56172.58,1872.42,2015-03-01,2.0,7.0,2.0,150.2,0.0,0.0,2731.0,386.09,14.0,60.0,2256.0,0.0,0.7,2548.0,0.0,0.0,239.0,0.0,0.0,0.0,0.0,45.55,80.9,36.0,87.0,0.0,0.0,42064.5763888889,1.67,0.5,1.6684800147066,1.12,0.87,1.03,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,42084.4861111111,42084.4861111111,42040.0,250.0,0.0,42057.0,2.0,0.0,1.0,5.6,1.07019032713409,2795.0,100.0,14.0,38.5,0.0,1.0,1.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0'
