,Скважина,Дата,ГТМ,Метод,Характер работы,Состояние,"Время работы, ч",Время накопления,"Нефть, т","Попутный газ, м3","Простой, ч",Причина простоя,"Обводненность (вес), %","Добыча растворенного газа, м3","Дебит попутного газа, м3/сут",Тип скважины,Диаметр НКТ,Диаметр штуцера,Глубина верхних дыр перфорации,Удлинение,Тип насоса,Производительность ЭЦН,Напор,Частота,Коэффициент сепарации,Глубина спуска,Буферное давление,Давление в линии,Пластовое давление,Динамическая высота,Затрубное давление,Давление на приеме,Забойное давление,Обводненность,Давление наcыщения,Газовый фактор,Температура пласта,JD факт,Вязкость нефти в пластовых условиях,Вязкость воды в пластовых условиях,Вязкость жидкости в пласт. условиях,объемный коэффициент,Плотность нефти,Плотность воды,Высота перфорации,Удельный коэффициент,Коэффициент продуктивности,ТП - Забойное давление,ТП - JD опт.,ТП - SKIN,К пр от стимуляции,Глубина спуска.1,КВЧ,Время до псевдоуст-ся режима,Дата запуска после КРС,Дата пуска,Дата останова,Радиус контура питания,Номер бригады,Дата ввода в эксплуатацию,Назначение по проекту,Замерное забойное давление,Нефтенасыщенная толщина,Плотность раствора глушения,Глубина текущего забоя,Тип дополнительного оборудования,Мощность ПЭД,I X/X,Ток номинальный,Ток рабочий,Тип ГЗУ,ДНС,Пластовое давление начальное,Характеристический дебит жидкости,Время в работе,Время в накоплении,ГП - Забойное давление,ГП(ИДН) Дебит жидкости,ГП(ИДН) Дебит жидкости скорр-ый,ГП(ИДН) Прирост дефита нефти,ГП(ГРП) Дебит жидкости,ГП(ГРП) Дебит жидкости скорр-ый
29.0,db9947ee0fbc7f53447ab68bca6af0a1,2012-02-29,0.0,1.0,1.0,1.0,720.0,0.0,"1415,43",50362.0,0.0,0,"58,3","50361,70","1678,72",2.0,66.9,0.0,3232.42,871.71,21.0,125.0,2300.0,50.0,0.7,2900.0,22.0,21.0,238.0,1796.0,13.2,99.0,106.37026233982999,49.0,80.9,36.0,87.0,0.141438644408783,1.67,0.5,1.66836500229775,1.12,0.87,1.03,6.14,48.149567741312,1.2155307975548402,45.0,0.0,0.0,0.0,0.0,92.0,4.39861303865648,41984.395844907405,41984.3958333333,41890.0,250.0,0.0,41945.0,1.0,106.0,586.5,1.05857983403298,3699.54,1.0,0.0,0.0,0.0,0.0,1.0,1.0,231.0,1587.48786379599,0.0,0.0,31.0,239.599489633984,239.599489633984,35.318293550598796,0.0,0.0
30.0,04d7884a9f7019671285b87ca468d0f1,2009-10-01,0.0,2.0,1.0,1.0,310.0,0.0,"334,00",11718.0,0.0,0,"70,6","11718,00","907,20",1.0,0.0,32.0,3081.0,724.88,17.0,80.0,2250.0,51.0,0.7,0.0,12.0,10.9,218.0,2020.0,10.4,0.0,0.0,24.0,80.9,64.9,87.0,0.0,1.67,0.5,1.6691987845834,1.12,0.87,1.03,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42118.22692180151,41231.0840277778,41222.0,250.0,0.0,41222.0,2.0,0.0,19.0,0.971512486630562,3143.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,04d7884a9f7019671285b87ca468d0f1,2009-10-31,0.0,1.0,1.0,1.0,744.0,0.0,"1312,00",60198.0,0.0,0,"35,4","60198,00","1941,87",1.0,0.0,32.0,3081.0,724.88,17.0,80.0,2250.0,51.0,0.7,0.0,12.0,10.9,218.0,2020.0,10.4,0.0,0.0,24.0,80.9,64.9,87.0,0.0,1.67,0.5,1.6691987845834,1.12,0.87,1.03,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42118.22692180151,41231.0840277778,41222.0,250.0,0.0,41222.0,2.0,0.0,19.0,0.971512486630562,3143.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,04d7884a9f7019671285b87ca468d0f1,2009-12-01,0.0,1.0,1.0,1.0,744.0,0.0,"1966,00",94989.0,0.0,0,"29,2","94989,00","3064,16",1.0,0.0,32.0,3081.0,724.88,17.0,80.0,2250.0,51.0,0.7,0.0,12.0,10.9,218.0,2020.0,10.4,0.0,0.0,24.0,80.9,64.9,87.0,0.0,1.67,0.5,1.6691987845834,1.12,0.87,1.03,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42118.22692180151,41231.0840277778,41222.0,250.0,0.0,41222.0,2.0,0.0,19.0,0.971512486630562,3143.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,04d7884a9f7019671285b87ca468d0f1,2010-01-01,0.0,1.0,1.0,1.0,672.0,0.0,"1972,00",95108.0,0.0,0,"26,9","95108,00","3396,71",1.0,0.0,32.0,3081.0,724.88,17.0,80.0,2250.0,51.0,0.7,0.0,12.0,10.9,218.0,2020.0,10.4,0.0,0.0,24.0,80.9,64.9,87.0,0.0,1.67,0.5,1.6691987845834,1.12,0.87,1.03,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42118.22692180151,41231.0840277778,41222.0,250.0,0.0,41222.0,2.0,0.0,19.0,0.971512486630562,3143.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,04d7884a9f7019671285b87ca468d0f1,2010-01-29,0.0,1.0,1.0,1.0,744.0,0.0,"2059,00",100706.0,0.0,0,"27,9","100706,00","3248,58",1.0,0.0,32.0,3081.0,724.88,17.0,80.0,2250.0,51.0,0.7,0.0,12.0,10.9,218.0,2020.0,10.4,0.0,0.0,24.0,80.9,64.9,87.0,0.0,1.67,0.5,1.6691987845834,1.12,0.87,1.03,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42118.22692180151,41231.0840277778,41222.0,250.0,0.0,41222.0,2.0,0.0,19.0,0.971512486630562,3143.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,04d7884a9f7019671285b87ca468d0f1,2010-03-01,0.0,1.0,1.0,1.0,720.0,0.0,"1962,00",96749.0,0.0,0,"27,5","96749,00","3224,97",1.0,0.0,32.0,3081.0,724.88,17.0,80.0,2250.0,51.0,0.7,0.0,12.0,10.9,218.0,2020.0,10.4,0.0,0.0,24.0,80.9,64.9,87.0,0.0,1.67,0.5,1.6691987845834,1.12,0.87,1.03,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42118.22692180151,41231.0840277778,41222.0,250.0,0.0,41222.0,2.0,0.0,19.0,0.971512486630562,3143.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,820cd70e741321f99e67a46ef97a9a32,2010-08-31,1.0,2.0,1.0,1.0,454.0,0.0,"1116,00",41718.0,0.0,0,"8,3","41718,00","2205,36",1.0,67.6,32.0,2937.12,578.67,23.0,60.0,2400.0,50.0,0.7,2659.0,17.8,16.8,145.0,2259.0,18.3,52.0,55.75169074104079,13.0,80.9,64.9,87.0,0.13646497961988402,1.67,0.5,1.66956591286266,1.12,0.87,1.03,597.61,0.2979729644599781,0.7316231223907141,45.0,0.0,0.0,0.0,0.0,42.0,711.285223367664,41560.0833333333,41560.0833333333,41554.0,250.0,0.0,41554.0,1.0,77.2,14.2,0.64555110347898,3534.73,1.0,0.0,0.0,0.0,0.0,1.0,1.0,231.0,956.190375000097,0.0,0.0,26.8,75.3666415108243,75.3666415108243,9.360310959542893,0.0,0.0
37.0,820cd70e741321f99e67a46ef97a9a32,2010-10-01,0.0,1.0,1.0,1.0,720.0,0.0,"1671,00",63019.0,0.0,0,"10,2","63019,00","2100,63",1.0,67.6,32.0,2937.12,578.67,23.0,60.0,2400.0,50.0,0.7,2659.0,17.8,16.8,145.0,2259.0,18.3,52.0,55.75169074104079,13.0,80.9,64.9,87.0,0.13646497961988402,1.67,0.5,1.66956591286266,1.12,0.87,1.03,597.61,0.2979729644599781,0.7316231223907141,45.0,0.0,0.0,0.0,0.0,42.0,711.285223367664,41560.0833333333,41560.0833333333,41554.0,250.0,0.0,41554.0,1.0,77.2,14.2,0.64555110347898,3534.73,1.0,0.0,0.0,0.0,0.0,1.0,1.0,231.0,956.190375000097,0.0,0.0,26.8,75.3666415108243,75.3666415108243,9.360310959542893,0.0,0.0
38.0,820cd70e741321f99e67a46ef97a9a32,2010-10-31,0.0,1.0,1.0,1.0,744.0,0.0,"1569,00",61169.0,0.0,0,"9,4","61169,00","1973,19",1.0,67.6,32.0,2937.12,578.67,23.0,60.0,2400.0,50.0,0.7,2659.0,17.8,16.8,145.0,2259.0,18.3,52.0,55.75169074104079,13.0,80.9,64.9,87.0,0.13646497961988402,1.67,0.5,1.66956591286266,1.12,0.87,1.03,597.61,0.2979729644599781,0.7316231223907141,45.0,0.0,0.0,0.0,0.0,42.0,711.285223367664,41560.0833333333,41560.0833333333,41554.0,250.0,0.0,41554.0,1.0,77.2,14.2,0.64555110347898,3534.73,1.0,0.0,0.0,0.0,0.0,1.0,1.0,231.0,956.190375000097,0.0,0.0,26.8,75.3666415108243,75.3666415108243,9.360310959542893,0.0,0.0
39.0,820cd70e741321f99e67a46ef97a9a32,2010-12-01,0.0,1.0,1.0,1.0,744.0,0.0,"1284,00",51676.0,0.0,0,"10,9","51676,00","1666,97",1.0,67.6,32.0,2937.12,578.67,23.0,60.0,2400.0,50.0,0.7,2659.0,17.8,16.8,145.0,2259.0,18.3,52.0,55.75169074104079,13.0,80.9,64.9,87.0,0.13646497961988402,1.67,0.5,1.66956591286266,1.12,0.87,1.03,597.61,0.2979729644599781,0.7316231223907141,45.0,0.0,0.0,0.0,0.0,42.0,711.285223367664,41560.0833333333,41560.0833333333,41554.0,250.0,0.0,41554.0,1.0,77.2,14.2,0.64555110347898,3534.73,1.0,0.0,0.0,0.0,0.0,1.0,1.0,231.0,956.190375000097,0.0,0.0,26.8,75.3666415108243,75.3666415108243,9.360310959542893,0.0,0.0
40.0,820cd70e741321f99e67a46ef97a9a32,2011-01-01,0.0,1.0,1.0,1.0,672.0,0.0,"1206,00",53912.0,0.0,1,"16,4","53912,00","1925,43",1.0,67.6,32.0,2937.12,578.67,23.0,60.0,2400.0,50.0,0.7,2659.0,17.8,16.8,145.0,2259.0,18.3,52.0,55.75169074104079,13.0,80.9,64.9,87.0,0.13646497961988402,1.67,0.5,1.66956591286266,1.12,0.87,1.03,597.61,0.2979729644599781,0.7316231223907141,45.0,0.0,0.0,0.0,0.0,42.0,711.285223367664,41560.0833333333,41560.0833333333,41554.0,250.0,0.0,41554.0,1.0,77.2,14.2,0.64555110347898,3534.73,1.0,0.0,0.0,0.0,0.0,1.0,1.0,231.0,956.190375000097,0.0,0.0,26.8,75.3666415108243,75.3666415108243,9.360310959542893,0.0,0.0
41.0,820cd70e741321f99e67a46ef97a9a32,2011-01-29,0.0,1.0,1.0,1.0,744.0,0.0,"1383,00",58506.0,0.0,0,"16,6","58506,00","1887,29",1.0,67.6,32.0,2937.12,578.67,23.0,60.0,2400.0,50.0,0.7,2659.0,17.8,16.8,145.0,2259.0,18.3,52.0,55.75169074104079,13.0,80.9,64.9,87.0,0.13646497961988402,1.67,0.5,1.66956591286266,1.12,0.87,1.03,597.61,0.2979729644599781,0.7316231223907141,45.0,0.0,0.0,0.0,0.0,42.0,711.285223367664,41560.0833333333,41560.0833333333,41554.0,250.0,0.0,41554.0,1.0,77.2,14.2,0.64555110347898,3534.73,1.0,0.0,0.0,0.0,0.0,1.0,1.0,231.0,956.190375000097,0.0,0.0,26.8,75.3666415108243,75.3666415108243,9.360310959542893,0.0,0.0
42.0,7a959be39973208db7ae26ddea82fb8a,2010-07-01,1.0,2.0,1.0,1.0,238.0,0.0,"346,00",12767.0,0.0,0,"49,0","12767,00","1287,43",1.0,67.4,32.0,2682.0,335.85,19.0,60.0,2250.0,48.2,0.7,2566.71,17.299999999999994,16.299999999999994,87.5,2064.75,17.625,26.25,64.67171814913151,29.0,80.9,64.9,87.0,0.069229668378784,1.67,0.5,1.66903196379635,1.12,0.87,1.03,15.0,3.6179281985693863,0.22304482892244928,26.3,0.3071410731642757,-2.72268460891504,0.96765219836875,0.0,0.0,14.724219164048051,41508.0833333333,41508.0833333333,41496.0,250.0,0.0,41496.0,2.0,28.4,5.8,0.391599002621316,2754.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,231.0,291.40758563717895,0.0,0.0,26.3,29.98194357528645,29.98194357528645,2.56844655153191,130.07292903317622,130.07292903317622
43.0,7a959be39973208db7ae26ddea82fb8a,2010-08-01,0.0,1.0,1.0,1.0,720.0,0.0,"1197,00",44611.0,0.0,0,"35,4","44611,00","1487,03",1.0,67.4,32.0,2682.0,335.85,19.0,60.0,2250.0,48.2,0.7,2566.71,17.299999999999994,16.299999999999994,87.5,2064.75,17.625,26.25,64.67171814913151,29.0,80.9,64.9,87.0,0.069229668378784,1.67,0.5,1.66903196379635,1.12,0.87,1.03,15.0,3.6179281985693863,0.22304482892244928,26.3,0.3071410731642757,-2.72268460891504,0.96765219836875,0.0,0.0,14.724219164048051,41508.0833333333,41508.0833333333,41496.0,250.0,0.0,41496.0,2.0,28.4,5.8,0.391599002621316,2754.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,231.0,291.40758563717895,0.0,0.0,26.3,29.98194357528645,29.98194357528645,2.56844655153191,130.07292903317622,130.07292903317622
44.0,7a959be39973208db7ae26ddea82fb8a,2010-08-31,0.0,1.0,1.0,1.0,744.0,0.0,"1170,00",43743.0,0.0,0,"31,7","43743,00","1411,06",1.0,67.4,32.0,2682.0,335.85,19.0,60.0,2250.0,47.0,0.7,2566.71,16.5,15.5,0.0,1761.0,16.0,0.0,74.81911534948921,30.0,80.9,64.9,87.0,0.0,1.67,0.5,1.6689986008395001,1.12,0.87,1.03,15.0,0.0,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,41508.0833333333,41508.0833333333,41496.0,250.0,0.0,41496.0,2.0,0.0,5.8,0.0,2754.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,231.0,0.0,0.0,0.0,25.5,0.0,0.0,0.0,0.0,0.0
45.0,7a959be39973208db7ae26ddea82fb8a,2010-10-01,0.0,1.0,1.0,1.0,720.0,0.0,"1020,00",38477.0,0.0,0,"32,6","38477,00","1282,57",1.0,67.4,32.0,2682.0,335.85,19.0,60.0,2250.0,48.0,0.7,2566.71,17.5,16.5,0.0,2091.0,18.5,61.0,70.2677572470368,26.0,80.9,64.9,87.0,0.0,1.67,0.5,1.66913205133331,1.12,0.87,1.03,15.0,0.0,0.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,41508.0833333333,41508.0833333333,41496.0,250.0,0.0,41496.0,2.0,0.0,5.8,0.0,2754.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,231.0,0.0,0.0,0.0,26.5,0.0,0.0,0.0,0.0,0.0
46.0,7a959be39973208db7ae26ddea82fb8a,2010-10-31,0.0,1.0,1.0,1.0,744.0,0.0,"925,00",36071.0,0.0,0,"33,4","36071,00","1163,58",1.0,67.4,32.0,2682.0,335.85,19.0,60.0,2250.0,48.5,0.7,2566.71,17.8,16.8,175.0,2152.0,18.6,0.0,60.8,31.0,80.9,64.9,87.0,0.13940574701112302,1.67,0.5,1.6689652415502398,1.12,0.87,1.03,15.0,7.7817060601040176,0.479750088189552,26.8,0.6010094147031391,-5.41017856463012,2.03969024411331,0.0,0.0,27.226357879312506,41508.0833333333,41508.0833333333,41496.0,250.0,0.0,41496.0,2.0,60.8,5.8,0.7831980052426321,2754.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,231.0,626.780867572164,0.0,0.0,26.8,64.4885045798908,64.4885045798908,6.29624929930843,274.177278727438,274.177278727438
47.0,7a959be39973208db7ae26ddea82fb8a,2010-12-01,0.0,1.0,1.0,1.0,744.0,0.0,"806,00",32451.0,0.0,0,"36,8","32451,00","1046,81",1.0,67.4,32.0,2682.0,335.85,19.0,60.0,2250.0,49.3,0.7,2566.71,17.4,16.4,175.0,2255.0,17.4,44.0,52.8,29.0,80.9,64.9,87.0,0.137512926504013,1.67,0.5,1.66903196146235,1.12,0.87,1.03,15.0,6.69000673417353,0.41242922750024497,26.4,0.627554877953964,-5.48055987103004,1.83091854936169,0.0,0.0,31.670518776879696,41508.0833333333,41508.0833333333,41496.0,250.0,0.0,41496.0,2.0,52.8,5.8,0.7831980052426321,2754.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,231.0,538.849474976552,0.0,0.0,26.4,55.439269721254995,55.439269721254995,3.97753690681921,246.11443740526693,246.11443740526693
48.0,a1917c7975c40face71c0090738836d6,2011-03-31,0.0,2.0,1.0,1.0,22.0,0.0,"19,00",701.0,0.0,0,"55,8","701,00","764,73",1.0,50.77500000000001,32.0,2444.0,86.04,21.0,45.0,2450.0,48.0,0.7,2344.0,15.75,14.75,235.0,1518.25,14.075,87.0,95.40114652664542,41.75,80.9,64.9,87.0,0.141438644408783,1.67,0.5,1.6686067268449276,1.12,0.87,1.03,12.0,7.955802634359576,0.3924742972868628,45.0,0.599274801030181,-5.403247497303496,1.65614855746299,0.0,87.0,27.05795446485105,41790.0833333333,41790.0833333333,41765.0,250.0,0.0,41778.0,2.0,98.05,7.8,1.0464554106091701,2504.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,231.0,512.6428409278817,0.0,0.0,24.75,77.02852826201078,77.02852826201078,11.304685363010789,325.02717039109183,325.02717039109183
49.0,a1917c7975c40face71c0090738836d6,2011-05-01,0.0,1.0,1.0,1.0,720.0,0.0,"737,00",27851.0,0.0,0,"56,0","27851,00","928,37",1.0,50.77500000000001,32.0,2444.0,86.04,21.0,45.0,2450.0,48.0,0.7,2344.0,15.75,14.75,235.0,1518.25,14.075,87.0,95.40114652664542,41.75,80.9,64.9,87.0,0.141438644408783,1.67,0.5,1.6686067268449276,1.12,0.87,1.03,12.0,7.955802634359576,0.3924742972868628,45.0,0.599274801030181,-5.403247497303496,1.65614855746299,0.0,87.0,27.05795446485105,41790.0833333333,41790.0833333333,41765.0,250.0,0.0,41778.0,2.0,98.05,7.8,1.0464554106091701,2504.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,231.0,512.6428409278817,0.0,0.0,24.75,77.02852826201078,77.02852826201078,11.304685363010789,325.02717039109183,325.02717039109183
50.0,a1917c7975c40face71c0090738836d6,2011-05-31,0.0,1.0,1.0,1.0,744.0,0.0,"881,00",31545.0,0.0,0,"47,2","31545,00","1017,58",1.0,0.0,32.0,2444.0,86.04,21.0,45.0,2450.0,46.0,0.7,2344.0,16.0,15.0,235.0,1288.0,9.0,104.0,112.507897119568,49.0,80.9,64.9,87.0,0.141438644408783,1.67,0.5,1.66836500229775,1.12,0.87,1.03,12.0,9.59695490109837,0.4734999125340779,45.0,0.567083949780509,-5.310638669867269,1.8994818097580701,0.0,78.0,22.068595575912198,41790.0833333333,41790.0833333333,41765.0,250.0,0.0,41778.0,2.0,113.2,7.8,1.0464554106091701,2504.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,231.0,618.392694095768,0.0,0.0,25.0,93.2009675851469,93.2009675851469,15.6186693175297,373.882946740982,373.882946740982
51.0,a1917c7975c40face71c0090738836d6,2011-07-01,0.0,1.0,1.0,1.0,744.0,0.0,"763,88",30233.0,0.0,0,"49,6","30233,02","975,26",1.0,67.7,32.0,2444.0,86.04,21.0,45.0,2450.0,47.0,0.7,2344.0,16.0,15.0,235.0,1534.0,15.7,88.0,96.3131986509164,38.0,80.9,64.9,87.0,0.141438644408783,1.67,0.5,1.6687317638594699,1.12,0.87,1.03,12.0,8.03963940726573,0.396577031591935,45.0,0.595516154048926,-5.394830437607808,1.6706635008768,0.0,76.0,26.349176181480303,41790.0833333333,41790.0833333333,41765.0,250.0,0.0,41778.0,2.0,97.0,7.8,1.0464554106091701,2504.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,231.0,518.044976125558,0.0,0.0,25.0,77.641242077907,77.641242077907,12.212685976823002,327.079933957873,327.079933957873
52.0,a1917c7975c40face71c0090738836d6,2011-08-01,0.0,1.0,1.0,1.0,720.0,0.0,"850,93",30732.0,0.0,0,"42,6","30732,20","1024,41",1.0,67.7,32.0,2444.0,86.04,21.0,45.0,2450.0,49.0,0.7,2344.0,15.5,14.5,235.0,1599.0,15.9,78.0,86.4266844556641,42.0,80.9,64.9,87.0,0.141438644408783,1.67,0.5,1.66859837736302,1.12,0.87,1.03,12.0,6.821870736610558,0.336534187292061,45.0,0.62402594538426,-5.47154853876124,1.48559256197626,0.0,76.0,31.0502720660466,41790.0833333333,41790.0833333333,41765.0,250.0,0.0,41778.0,2.0,94.0,7.8,1.0464554106091701,2504.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,231.0,439.576414296046,0.0,0.0,24.5,66.076969200366,66.076969200366,8.1124386585047,291.689396408357,291.689396408357
53.0,a1917c7975c40face71c0090738836d6,2011-08-31,0.0,1.0,1.0,1.0,744.0,0.0,"824,09",31271.0,0.0,0,"43,6","31271,11","1008,75",1.0,67.7,32.0,2444.0,86.04,21.0,45.0,2450.0,50.0,0.7,2344.0,15.5,14.5,235.0,1652.0,15.7,78.0,86.3568058804331,38.0,80.9,64.9,87.0,0.141438644408783,1.67,0.5,1.6687317638594699,1.12,0.87,1.03,12.0,7.36474549246364,0.363286057729377,45.0,0.6104731549070289,-5.43597234297766,1.56885635724083,0.0,118.0,28.7637740359651,41790.0833333333,41790.0833333333,41765.0,250.0,0.0,41778.0,2.0,88.0,7.8,1.0464554106091701,2504.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,231.0,474.5572791941549,0.0,0.0,24.5,71.19493418462321,71.19493418462321,9.27494749918575,307.456404457155,307.456404457155
54.0,6e853fc88aa5151c789e390a5d501499,2010-07-01,0.0,2.0,1.0,1.0,478.0,0.0,"745,00",27522.0,0.0,0,"39,1","27522,00","1381,86",1.0,67.4,32.0,2417.0,72.19,20.0,60.0,2200.0,48.825,0.7,2302.04,17.825,16.8,75.0,1719.75,17.924999999999994,31.0,75.57231872378397,23.25,80.9,64.9,87.0,0.07013388230347875,1.67,0.5,1.6692238133877098,1.12,0.87,1.03,18.0,5.166658653676505,0.38217010847007693,26.8,0.2781256686523922,-2.637933835597435,1.5024793524393851,0.0,0.0,10.28759859669475,41498.0833333333,41498.0833333333,41487.0,250.0,0.0,41487.0,2.0,34.35,8.2,0.3358481070960975,2489.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,231.0,499.38089694803597,0.0,0.0,26.8,41.496612219512464,41.496612219512464,7.26748082244495,163.14076908014826,163.14076908014826
55.0,6e853fc88aa5151c789e390a5d501499,2010-08-01,0.0,1.0,1.0,1.0,720.0,0.0,"1261,00",46982.0,0.0,0,"29,8","46982,00","1566,07",1.0,67.4,32.0,2417.0,72.19,20.0,60.0,2200.0,48.825,0.7,2302.04,17.825,16.8,75.0,1719.75,17.924999999999994,31.0,75.57231872378397,23.25,80.9,64.9,87.0,0.07013388230347875,1.67,0.5,1.6692238133877098,1.12,0.87,1.03,18.0,5.166658653676505,0.38217010847007693,26.8,0.2781256686523922,-2.637933835597435,1.5024793524393851,0.0,0.0,10.28759859669475,41498.0833333333,41498.0833333333,41487.0,250.0,0.0,41487.0,2.0,34.35,8.2,0.3358481070960975,2489.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,231.0,499.38089694803597,0.0,0.0,26.8,41.496612219512464,41.496612219512464,7.26748082244495,163.14076908014826,163.14076908014826
56.0,6e853fc88aa5151c789e390a5d501499,2010-08-31,0.0,1.0,1.0,1.0,744.0,0.0,"1299,00",48560.0,0.0,0,"26,6","48560,00","1566,45",1.0,67.4,32.0,2417.0,72.19,20.0,60.0,2200.0,47.0,0.7,2302.04,17.0,16.0,0.0,1514.0,17.5,0.0,87.5488624539055,26.0,80.9,64.9,87.0,0.0,1.67,0.5,1.66913205133331,1.12,0.87,1.03,18.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,41498.0833333333,41498.0833333333,41487.0,250.0,0.0,41487.0,2.0,0.0,8.2,0.0,2489.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,231.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0
57.0,6e853fc88aa5151c789e390a5d501499,2010-10-01,0.0,1.0,1.0,1.0,720.0,0.0,"1297,00",48903.0,0.0,0,"23,5","48903,00","1630,10",1.0,67.4,32.0,2417.0,72.19,20.0,60.0,2200.0,48.5,0.7,2302.04,18.0,16.9,0.0,1700.0,17.8,68.0,77.3404124412304,22.0,80.9,64.9,87.0,0.0,1.67,0.5,1.6692655231698101,1.12,0.87,1.03,18.0,0.0,0.0,26.9,0.0,0.0,0.0,0.0,0.0,0.0,41498.0833333333,41498.0833333333,41487.0,250.0,0.0,41487.0,2.0,0.0,8.2,0.0,2489.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,231.0,0.0,0.0,0.0,26.9,0.0,0.0,0.0,0.0,0.0
58.0,6e853fc88aa5151c789e390a5d501499,2010-10-31,0.0,1.0,1.0,1.0,744.0,0.0,"1238,00",48267.0,0.0,0,"26,5","48267,00","1557,00",1.0,67.4,32.0,2417.0,72.19,20.0,60.0,2200.0,49.5,0.7,2302.04,17.8,16.8,150.0,1795.0,17.9,0.0,71.7,21.0,80.9,64.9,87.0,0.14077508772279299,1.67,0.5,1.66929889446432,1.12,0.87,1.03,18.0,10.929150150844901,0.8083902484869281,26.8,0.547651018990198,-5.24806565963942,3.1317915380157797,0.0,0.0,19.3894188379365,41498.0833333333,41498.0833333333,41487.0,250.0,0.0,41487.0,2.0,71.7,8.2,0.6716962141921949,2489.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,231.0,1056.35172962801,0.0,0.0,26.8,87.8001261154549,87.8001261154549,17.0451266791521,340.147215431862,340.147215431862
59.0,6e853fc88aa5151c789e390a5d501499,2010-12-01,0.0,1.0,1.0,1.0,744.0,0.0,"1074,00",43222.0,0.0,0,"27,1","43222,00","1394,26",1.0,67.4,32.0,2417.0,72.19,20.0,60.0,2200.0,50.3,0.7,2302.04,18.5,17.5,150.0,1870.0,18.5,56.0,65.7,24.0,80.9,64.9,87.0,0.139760441491122,1.67,0.5,1.6691987845834,1.12,0.87,1.03,18.0,9.737484463861119,0.7202901853933801,27.5,0.5648516556193709,-5.3036696827503205,2.87812587174176,0.0,0.0,21.760975548842502,41498.0833333333,41498.0833333333,41487.0,250.0,0.0,41487.0,2.0,65.7,8.2,0.6716962141921949,2489.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,231.0,941.171858164134,0.0,0.0,27.5,78.18632276259491,78.18632276259491,12.0247966106277,312.415860888731,312.415860888731
